series,iteration,timesteps,elapsed_s,total,success,episode_length,balance,height,large_actions,smooth_actions
go1_pretrained,0.0,786432.0,22.798,25.512,13.333,42.458,24.928,17.488,-2.986,-13.918
go1_pretrained,10.0,8650752.0,59.979,61.997,44.195,220.334,81.703,39.359,-10.468,-48.597
go1_pretrained,20.0,16515072.0,126.586,65.007,44.628,44.63,82.573,40.32,-10.412,-47.474
go1_pretrained,30.0,24379392.0,193.204,67.364,44.835,44.831,83.051,41.381,-10.469,-46.599
go1_pretrained,40.0,32243712.0,259.719,70.094,44.889,44.876,83.385,43.66,-10.946,-46.005
go1_pretrained,50.0,40108032.0,326.61,69.397,44.664,44.67,82.892,42.769,-10.756,-45.507
go1_pretrained,60.0,47972352.0,392.898,69.934,45.037,45.042,83.581,42.679,-10.929,-45.397
go1_pretrained,70.0,55836672.0,459.542,71.69,45.642,45.654,85.178,46.177,-13.79,-45.875
go1_pretrained,80.0,63700992.0,527.194,71.998,46.148,46.15,86.403,48.423,-16.185,-46.643
go1_pretrained,90.0,71565312.0,595.119,72.015,46.373,46.374,86.958,49.65,-17.587,-47.006
go1_pretrained,100.0,79429632.0,663.825,71.595,46.449,46.459,87.203,50.445,-18.858,-47.195
go1_pretrained,110.0,87293952.0,732.762,71.386,46.347,46.353,87.018,50.365,-18.918,-47.079
go1_pretrained,120.0,95158272.0,801.549,71.405,46.054,46.044,86.388,49.254,-17.556,-46.681
go1_pretrained,130.0,103022592.0,870.592,70.361,46.094,46.101,86.463,48.746,-18.099,-46.749
go1_pretrained,140.0,110886912.0,939.566,71.023,46.217,46.217,86.681,49.086,-17.905,-46.838
go1_pretrained,150.0,118751232.0,1008.381,71.741,46.139,46.126,86.577,49.534,-17.679,-46.692
go1_pretrained,160.0,126615552.0,1077.1,71.827,46.075,46.059,86.48,49.73,-17.884,-46.499
go1_pretrained,170.0,134479872.0,1145.467,73.13,46.156,46.144,86.546,49.796,-17.083,-46.129
go1_pretrained,180.0,142344192.0,1213.132,76.513,46.641,46.657,87.409,51.185,-16.791,-45.29
go1_pretrained,190.0,150208512.0,1281.419,77.084,46.865,46.861,87.922,52.205,-18.404,-44.641
go1_pretrained,200.0,158072832.0,1349.534,77.912,46.835,46.818,87.835,52.18,-18.162,-43.942
go1_pretrained,210.0,165937152.0,1417.258,79.356,46.861,46.859,87.841,52.348,-17.253,-43.58
go1_pretrained,220.0,173801472.0,1484.604,81.073,47.136,47.134,88.354,53.077,-16.947,-43.411
go1_pretrained,230.0,181665792.0,1552.2,81.697,47.343,47.356,88.788,53.479,-17.681,-42.888
go1_pretrained,240.0,189530112.0,1619.505,84.827,47.563,47.578,89.099,53.732,-16.016,-41.988
go1_pretrained,250.0,197394432.0,1685.923,86.224,47.828,47.833,89.595,54.306,-16.296,-41.381
go1_pretrained,260.0,205258752.0,1751.893,88.883,48.006,47.991,89.78,54.547,-14.705,-40.739
go1_pretrained,270.0,213123072.0,1817.832,89.807,47.973,47.97,89.789,54.797,-14.537,-40.242
go1_pretrained,280.0,220987392.0,1883.432,90.712,47.949,47.933,89.695,54.675,-14.143,-39.515
go1_pretrained,290.0,228851712.0,1949.033,90.911,48.431,48.414,90.699,54.877,-15.177,-39.487
go1_pretrained,300.0,236716032.0,2014.146,92.228,48.662,48.669,91.084,55.361,-14.875,-39.343
go1_pretrained,310.0,244580352.0,2078.83,93.184,48.802,48.794,91.321,55.736,-14.962,-38.91
go1_pretrained,320.0,252444672.0,2143.273,95.173,49.261,49.247,92.15,56.768,-15.318,-38.427
go1_pretrained,330.0,260308992.0,2207.543,98.066,49.884,49.885,93.312,57.884,-15.262,-37.869
go1_pretrained,340.0,268173312.0,2271.164,98.891,50.07,50.071,93.755,58.227,-15.748,-37.344
go1_pretrained,350.0,276037632.0,2334.353,100.363,50.208,50.196,93.983,58.757,-15.789,-36.587
go1_pretrained,360.0,283901952.0,2398.138,101.221,50.452,50.454,94.537,59.179,-16.501,-35.994
go1_pretrained,370.0,291766272.0,2460.684,103.564,51.024,51.039,95.564,60.152,-16.365,-35.786
go1_pretrained,380.0,299630592.0,2523.354,105.052,51.528,51.525,96.547,60.916,-16.765,-35.646
go1_pretrained,390.0,307494912.0,2585.925,106.332,51.601,51.587,96.586,61.502,-16.395,-35.361
go1_pretrained,400.0,315359232.0,2647.899,106.791,51.599,51.607,96.564,61.546,-16.111,-35.209
go1_pretrained,410.0,323223552.0,2709.428,107.139,51.602,51.602,96.541,61.49,-15.998,-34.894
go1_pretrained,420.0,331087872.0,2771.091,107.802,51.883,51.886,97.08,61.868,-16.423,-34.724
go1_pretrained,430.0,338952192.0,2832.295,109.927,52.491,52.504,98.18,62.724,-16.396,-34.581
go1_pretrained,440.0,346816512.0,2893.154,111.15,52.807,52.815,98.739,63.133,-16.402,-34.32
go1_pretrained,450.0,354680832.0,2953.974,111.476,52.912,52.918,98.857,63.312,-16.752,-33.941
go1_pretrained,460.0,362545152.0,3014.03,112.377,53.217,53.229,99.414,63.665,-17.098,-33.604
go1_pretrained,470.0,370409472.0,3074.154,113.419,53.368,53.357,99.695,63.697,-16.602,-33.372
go1_pretrained,480.0,378273792.0,3133.98,113.339,53.338,53.342,99.708,63.211,-16.364,-33.217
go1_pretrained,490.0,386138112.0,3193.489,115.044,53.802,53.82,100.514,64.177,-16.343,-33.304
go1_pretrained,500.0,394002432.0,3252.379,116.11,54.018,54.006,100.897,64.699,-16.316,-33.17
go1_pretrained,510.0,401866752.0,3311.092,116.067,53.909,53.926,100.687,64.214,-15.929,-32.905
go1_pretrained,520.0,409731072.0,3370.39,116.396,53.851,53.849,100.598,63.942,-15.505,-32.639
go1_pretrained,530.0,417595392.0,3429.641,116.882,53.999,54.01,100.849,64.116,-15.544,-32.538
go1_pretrained,540.0,425459712.0,3488.61,117.122,53.909,53.896,100.71,64.158,-15.431,-32.316
go1_pretrained,550.0,433324032.0,3547.437,117.432,54.055,54.054,100.971,64.459,-15.761,-32.237
go1_pretrained,560.0,441188352.0,3606.308,118.169,54.283,54.294,101.316,65.007,-15.782,-32.371
go1_pretrained,570.0,449052672.0,3664.963,118.702,54.519,54.494,101.727,65.604,-16.103,-32.527
go1_pretrained,580.0,456916992.0,3723.357,118.982,54.734,54.734,102.101,66.136,-16.637,-32.617
go1_pretrained,590.0,464781312.0,3782.064,119.017,54.676,54.661,102.003,66.022,-16.542,-32.466
go1_pretrained,600.0,472645632.0,3840.098,120.206,55.099,55.103,102.759,66.541,-16.673,-32.42
go1_pretrained,610.0,480509952.0,3898.336,116.156,54.175,54.172,100.966,63.656,-16.712,-31.755
go1_pretrained,620.0,488374272.0,3957.076,117.687,54.669,54.657,101.947,64.398,-16.703,-31.954
go1_pretrained,630.0,496238592.0,4015.338,119.347,55.038,55.039,102.622,65.259,-16.537,-31.997
go1_pretrained,640.0,504102912.0,4072.872,120.466,55.312,55.285,103.075,66.219,-16.759,-32.068
go1_pretrained,650.0,511967232.0,4130.339,121.998,55.82,55.812,104.022,67.201,-16.987,-32.238
go1_pretrained,660.0,519831552.0,4187.409,122.851,56.057,56.048,104.511,67.354,-16.878,-32.137
go1_pretrained,670.0,527695872.0,4244.304,123.631,56.219,56.219,104.774,67.681,-16.772,-32.051
go1_pretrained,680.0,535560192.0,4300.989,125.018,56.564,56.581,105.419,68.551,-16.732,-32.22
go1_pretrained,690.0,543424512.0,4357.944,124.627,56.175,56.173,104.681,68.264,-16.403,-31.915
go1_pretrained,700.0,551288832.0,4415.162,124.805,56.242,56.241,104.797,68.555,-16.603,-31.944
go1_pretrained,710.0,559153152.0,4472.235,125.442,56.568,56.55,105.367,69.084,-16.886,-32.123
go1_pretrained,720.0,567017472.0,4528.573,126.334,57.001,57.014,106.108,69.787,-17.21,-32.351
go1_pretrained,730.0,574881792.0,4584.752,126.518,57.162,57.161,106.346,69.754,-17.232,-32.349
go1_pretrained,740.0,582746112.0,4640.557,126.026,57.337,57.346,106.483,69.649,-17.525,-32.582
go1_pretrained,750.0,590610432.0,4696.542,127.536,57.92,57.918,107.648,70.383,-17.594,-32.901
go1_pretrained,760.0,598474752.0,4752.258,127.813,58.166,58.159,108.115,70.634,-17.861,-33.074
go1_pretrained,770.0,606339072.0,4807.75,127.25,58.165,58.144,108.001,70.896,-18.467,-33.181
go1_pretrained,780.0,614203392.0,4863.297,128.8,58.344,58.347,108.403,71.861,-18.134,-33.329
go1_pretrained,790.0,622067712.0,4919.473,126.964,57.901,57.9,107.631,70.217,-17.708,-33.176
go1_pretrained,800.0,629932032.0,4975.631,126.89,57.802,57.806,107.47,70.51,-17.933,-33.157
go1_pretrained,810.0,637796352.0,5032.375,124.431,56.975,56.985,105.924,69.395,-18.102,-32.786
go1_pretrained,820.0,645660672.0,5088.562,125.871,57.56,57.563,106.864,70.361,-18.229,-33.126
go1_pretrained,830.0,653524992.0,5144.374,127.58,58.034,58.041,107.794,71.093,-17.906,-33.402
go1_pretrained,840.0,661389312.0,5200.345,125.401,57.25,57.226,106.359,69.511,-17.527,-32.942
go1_pretrained,850.0,669253632.0,5256.72,126.705,57.934,57.957,107.581,70.058,-17.557,-33.376
go1_pretrained,860.0,677117952.0,5312.511,128.801,58.684,58.673,108.934,71.492,-17.845,-33.779
go1_pretrained,870.0,684982272.0,5368.061,129.909,59.228,59.227,109.859,72.337,-18.321,-33.965
go1_pretrained,880.0,692846592.0,5423.443,129.554,59.184,59.164,109.663,72.294,-18.482,-33.921
go1_pretrained,890.0,700710912.0,5478.484,130.92,59.289,59.287,110.048,73.51,-18.696,-33.942
go1_pretrained,900.0,708575232.0,5533.725,130.951,59.235,59.205,110.014,73.833,-18.929,-33.966
go1_pretrained,910.0,716439552.0,5588.633,131.529,59.6,59.61,110.6,74.16,-18.982,-34.249
go1_pretrained,920.0,724303872.0,5643.238,132.58,60.197,60.202,111.588,75.058,-19.466,-34.601
go1_pretrained,930.0,732168192.0,5697.023,133.599,60.821,60.826,112.754,75.64,-19.821,-34.974
go1_pretrained,940.0,740032512.0,5750.715,133.901,61.031,61.038,113.13,76.121,-20.268,-35.083
go1_pretrained,950.0,747896832.0,5804.611,133.903,61.078,61.085,113.129,76.446,-20.533,-35.14
go1_pretrained,960.0,755761152.0,5858.368,135.103,61.696,61.661,114.194,77.24,-20.828,-35.502
go1_pretrained,970.0,763625472.0,5912.025,134.186,61.356,61.353,113.573,76.634,-20.667,-35.355
go1_pretrained,980.0,771489792.0,5965.764,134.331,61.149,61.137,113.336,76.272,-20.111,-35.166
go1_pretrained,990.0,779354112.0,6019.647,135.183,61.421,61.409,113.904,76.602,-20.022,-35.302
go1_pretrained,1000.0,787218432.0,6073.598,135.256,61.588,61.578,114.095,76.858,-20.143,-35.554
go1_pretrained,1010.0,795082752.0,6126.803,134.919,61.612,61.644,114.076,76.822,-20.241,-35.738
go1_pretrained,1020.0,802947072.0,6180.053,134.252,61.435,61.432,113.657,76.851,-20.498,-35.758
go1_pretrained,1030.0,810811392.0,6234.233,133.247,60.909,60.914,112.752,76.2,-20.271,-35.435
go1_pretrained,1040.0,818675712.0,6288.57,133.469,60.983,60.978,112.982,76.272,-20.205,-35.58
go1_pretrained,1050.0,826540032.0,6342.386,135.579,61.594,61.6,114.194,77.359,-19.95,-36.024
go1_pretrained,1060.0,834404352.0,6395.922,134.857,61.196,61.19,113.54,76.482,-19.333,-35.832
go1_pretrained,1070.0,842268672.0,6449.643,135.127,61.381,61.377,113.821,76.569,-19.329,-35.934
go1_pretrained,1080.0,850132992.0,6503.755,134.845,61.362,61.325,113.756,76.879,-19.79,-36.0
go1_pretrained,1090.0,857997312.0,6557.467,135.602,61.781,61.782,114.445,77.631,-20.189,-36.285
go1_pretrained,1100.0,865861632.0,6610.702,135.978,62.048,62.051,114.911,77.829,-20.262,-36.5
go1_pretrained,1110.0,873725952.0,6663.53,136.631,62.345,62.346,115.448,78.471,-20.481,-36.806
go1_pretrained,1120.0,881590272.0,6716.632,136.627,62.385,62.381,115.48,78.64,-20.62,-36.873
go1_pretrained,1130.0,889454592.0,6769.687,136.6,62.51,62.518,115.628,78.526,-20.581,-36.973
go1_pretrained,1140.0,897318912.0,6822.485,137.699,62.791,62.79,116.269,79.036,-20.507,-37.098
go1_pretrained,1150.0,905183232.0,6875.525,137.923,62.698,62.683,116.155,78.877,-20.22,-36.89
go1_pretrained,1160.0,913047552.0,6928.377,137.817,62.676,62.663,116.132,78.645,-20.116,-36.843
go1_pretrained,1170.0,920911872.0,6982.148,135.666,61.761,61.776,114.586,77.408,-19.785,-36.544
go1_pretrained,1180.0,928776192.0,7035.543,136.648,62.334,62.335,115.568,78.252,-20.095,-37.077
go1_pretrained,1190.0,936640512.0,7089.108,135.569,61.959,61.974,114.934,77.746,-20.046,-37.066
go1_pretrained,1200.0,944504832.0,7142.699,137.151,62.781,62.79,116.34,79.053,-20.623,-37.619
go1_pretrained,1210.0,952369152.0,7196.107,137.466,63.027,63.018,116.781,79.294,-20.806,-37.802
go1_pretrained,1220.0,960233472.0,7249.194,138.171,63.328,63.299,117.334,79.741,-20.874,-38.03
go1_pretrained,1230.0,968097792.0,7302.046,139.096,63.719,63.711,118.042,80.01,-20.784,-38.172
go1_pretrained,1240.0,975962112.0,7354.71,138.711,63.604,63.615,117.775,79.789,-20.834,-38.019
go1_pretrained,1250.0,983826432.0,7407.408,138.911,63.875,63.867,118.229,80.152,-21.23,-38.24
go1_pretrained,1260.0,991690752.0,7460.293,138.911,63.532,63.537,117.773,79.904,-20.632,-38.134
go1_pretrained,1270.0,999555072.0,7513.636,138.518,63.363,63.367,117.344,80.155,-20.853,-38.127
go1_pretrained,1280.0,1007419392.0,7566.958,139.83,64.111,64.11,118.634,81.359,-21.463,-38.7
go1_pretrained,1290.0,1015283712.0,7619.533,140.528,64.661,64.657,119.582,81.785,-21.816,-39.024
go1_pretrained,1300.0,1023148032.0,7671.735,141.365,64.804,64.821,119.905,82.117,-21.621,-39.035
go1_pretrained,1310.0,1031012352.0,7723.895,140.381,64.784,64.777,119.815,81.832,-22.052,-39.215
go1_pretrained,1320.0,1038876672.0,7775.869,141.626,65.443,65.467,120.976,82.702,-22.336,-39.717
go1_pretrained,1330.0,1046740992.0,7827.606,141.668,65.494,65.475,121.097,82.693,-22.4,-39.721
go1_pretrained,1340.0,1054605312.0,7879.584,143.171,66.207,66.207,122.437,83.806,-22.758,-40.313
go1_pretrained,1350.0,1062469632.0,7931.373,143.144,66.322,66.314,122.723,83.806,-22.867,-40.518
go1_pretrained,1360.0,1070333952.0,7983.063,143.348,66.36,66.332,122.885,83.742,-22.551,-40.728
go1_pretrained,1370.0,1078198272.0,8035.285,142.6,66.016,66.004,122.148,83.362,-22.306,-40.604
go1_pretrained,1380.0,1086062592.0,8086.964,144.564,66.737,66.748,123.488,84.568,-22.509,-40.983
go1_pretrained,1390.0,1093926912.0,8138.487,144.227,66.639,66.635,123.282,84.653,-22.666,-41.042
go1_pretrained,1400.0,1101791232.0,8189.813,145.511,67.28,67.275,124.467,85.547,-22.943,-41.561
go1_pretrained,1410.0,1109655552.0,8241.189,147.466,68.249,68.244,126.261,86.771,-23.276,-42.29
go1_pretrained,1420.0,1117519872.0,8292.292,147.451,68.309,68.308,126.351,86.809,-23.248,-42.461
go1_pretrained,1430.0,1125384192.0,8343.967,146.091,67.746,67.729,125.305,86.127,-23.258,-42.083
go1_pretrained,1440.0,1133248512.0,8395.46,147.887,68.458,68.471,126.65,87.45,-23.59,-42.622
go1_pretrained,1450.0,1141112832.0,8446.618,148.891,68.975,69.008,127.624,88.296,-23.829,-43.199
go1_pretrained,1460.0,1148977152.0,8497.7,147.632,68.535,68.522,126.811,87.58,-23.712,-43.048
go1_pretrained,1470.0,1156841472.0,8549.262,148.313,68.88,68.894,127.496,88.443,-23.998,-43.628
go1_pretrained,1480.0,1164705792.0,8600.503,149.708,69.506,69.486,128.639,89.517,-24.242,-44.206
go1_pretrained,1490.0,1172570112.0,8651.593,150.253,69.941,69.924,129.34,89.975,-24.443,-44.62
go1_pretrained,1500.0,1180434432.0,8702.443,151.771,70.788,70.774,130.933,91.379,-24.975,-45.566
go1_pretrained,1510.0,1188298752.0,8753.258,151.076,70.714,70.724,130.798,91.252,-25.093,-45.881
go1_pretrained,1520.0,1196163072.0,8804.227,151.198,70.868,70.838,131.137,91.555,-25.27,-46.224
go1_pretrained,1530.0,1204027392.0,8855.35,150.529,70.835,70.784,131.038,91.532,-25.51,-46.532
go1_pretrained,1540.0,1211891712.0,8906.216,151.979,71.783,71.801,132.88,92.965,-26.13,-47.736
go1_pretrained,1550.0,1219756032.0,8956.439,153.574,72.718,72.683,134.651,94.141,-26.446,-48.772
go1_pretrained,1560.0,1227620352.0,9006.338,153.481,72.906,72.865,135.003,94.375,-26.501,-49.397
go1_pretrained,1570.0,1235484672.0,9057.227,149.409,71.352,71.303,132.097,91.971,-25.919,-48.739
go1_pretrained,1580.0,1243348992.0,9108.133,152.995,73.213,73.129,135.537,94.986,-27.027,-50.502
go1_pretrained,1590.0,1251213312.0,9158.25,151.291,72.847,72.891,134.923,93.948,-26.872,-50.708
go1_pretrained,1600.0,1259077632.0,9208.602,152.607,73.527,73.578,136.242,95.373,-27.409,-51.6
go1_pretrained,1610.0,1266941952.0,9258.927,156.701,75.326,75.345,139.603,98.591,-28.239,-53.253
go1_pretrained,1620.0,1274806272.0,9308.905,156.548,75.405,75.385,139.786,98.598,-28.253,-53.583
go1_pretrained,1630.0,1282670592.0,9358.888,158.079,76.366,76.367,141.64,100.123,-28.666,-55.018
go1_pretrained,1640.0,1290534912.0,9409.068,155.613,75.652,75.713,140.28,99.082,-28.665,-55.084
go1_pretrained,1650.0,1298399232.0,9459.323,152.961,74.8,74.794,138.74,97.293,-28.242,-54.83
go1_pretrained,1660.0,1306263552.0,9509.215,157.281,76.717,76.705,142.375,100.544,-28.922,-56.717
go1_pretrained,1670.0,1314127872.0,9558.624,158.484,77.328,77.337,143.478,101.771,-29.276,-57.49
go1_pretrained,1680.0,1321992192.0,9607.896,158.29,77.44,77.42,143.731,101.788,-29.235,-57.994
go1_pretrained,1690.0,1329856512.0,9657.097,158.261,77.505,77.487,143.861,101.936,-29.193,-58.344
go1_pretrained,1700.0,1337720832.0,9706.343,156.595,76.993,77.053,142.932,100.872,-28.942,-58.268
go1_pretrained,1710.0,1345585152.0,9756.202,152.586,75.369,75.351,139.891,97.999,-28.173,-57.131
go1_pretrained,1720.0,1353449472.0,9806.406,151.494,74.942,74.908,139.048,97.435,-27.94,-57.049
go1_pretrained,1730.0,1361313792.0,9856.108,155.875,77.177,77.206,143.188,101.391,-29.203,-59.501
go1_pretrained,1740.0,1369178112.0,9905.67,157.742,78.403,78.409,145.465,103.153,-29.913,-60.962
go1_pretrained,1750.0,1377042432.0,9954.472,157.764,78.73,78.731,146.148,103.39,-30.117,-61.656
go1_pretrained,1760.0,1384906752.0,10003.504,152.734,76.514,76.478,141.995,99.605,-29.074,-59.792
go1_pretrained,1770.0,1392771072.0,10053.292,151.412,76.004,76.019,141.022,98.721,-28.985,-59.345
go1_pretrained,1780.0,1400635392.0,10102.157,157.413,78.694,78.688,145.986,103.425,-30.329,-61.669
go1_pretrained,1790.0,1408499712.0,10150.607,161.48,80.746,80.654,149.824,106.805,-31.438,-63.711
go1_pretrained,1800.0,1416364032.0,10199.04,162.899,81.571,81.533,151.413,108.098,-31.765,-64.847
go1_pretrained,1810.0,1424228352.0,10246.845,162.479,81.466,81.546,151.194,107.934,-31.688,-64.961
go1_pretrained,1820.0,1432092672.0,10294.668,163.397,81.99,81.968,152.222,108.894,-31.928,-65.791
go1_pretrained,1830.0,1439956992.0,10342.177,164.604,83.015,82.997,154.156,110.356,-32.775,-67.133
go1_pretrained,1840.0,1447821312.0,10389.406,166.211,84.025,84.014,156.097,111.769,-33.352,-68.305
go1_pretrained,1850.0,1455685632.0,10436.394,169.719,85.688,85.627,159.172,114.618,-34.186,-69.884
go1_pretrained,1860.0,1463549952.0,10483.375,168.738,85.431,85.405,158.717,114.267,-34.177,-70.069
go1_pretrained,1870.0,1471414272.0,10530.665,166.961,84.816,84.858,157.559,113.296,-34.025,-69.869
go1_pretrained,1880.0,1479278592.0,10578.204,168.675,85.893,85.877,159.596,114.98,-34.706,-71.194
go1_pretrained,1890.0,1487142912.0,10624.844,172.06,87.666,87.754,163.0,117.577,-35.483,-73.033
go1_pretrained,1900.0,1495007232.0,10671.317,174.285,89.062,88.964,165.677,119.492,-36.257,-74.627
go1_pretrained,1910.0,1502871552.0,10717.493,173.457,88.992,88.97,165.579,119.156,-36.214,-75.064
go1_pretrained,1920.0,1510735872.0,10763.872,173.309,88.945,88.985,165.494,119.12,-36.264,-75.041
go1_pretrained,1930.0,1518600192.0,10810.56,173.969,89.364,89.376,166.202,120.126,-36.733,-75.626
go1_pretrained,1940.0,1526464512.0,10856.628,179.659,92.24,92.344,171.681,124.64,-37.987,-78.676
go1_pretrained,1950.0,1534328832.0,10902.254,183.062,94.068,93.95,175.194,127.393,-38.894,-80.632
go1_pretrained,1960.0,1542193152.0,10947.914,184.379,94.938,94.89,176.805,128.725,-39.502,-81.649
go1_pretrained,1970.0,1550057472.0,10993.026,185.028,95.564,95.568,178.083,129.591,-39.875,-82.771
go1_pretrained,1980.0,1557921792.0,11037.956,185.848,96.242,96.044,179.364,130.647,-40.348,-83.815
go1_pretrained,1990.0,1565786112.0,11082.925,181.78,94.45,94.409,176.033,127.925,-39.575,-82.604
go1_pretrained,2000.0,1573650432.0,11128.291,183.702,95.331,95.315,177.58,129.446,-39.816,-83.508
go1_pretrained,2010.0,1581514752.0,11174.439,177.104,92.511,92.501,172.26,125.178,-38.871,-81.464
go1_pretrained,2020.0,1589379072.0,11221.342,171.379,90.407,90.372,168.443,121.74,-38.628,-80.176
go1_pretrained,2030.0,1597243392.0,11267.377,177.32,93.544,93.635,174.278,126.734,-40.085,-83.607
go1_pretrained,2040.0,1605107712.0,11312.829,179.805,95.056,95.108,177.122,129.021,-40.861,-85.477
go1_pretrained,2050.0,1612972032.0,11358.067,182.539,96.524,96.63,179.907,131.169,-41.373,-87.164
go1_pretrained,2060.0,1620836352.0,11402.972,184.146,97.825,97.832,182.382,132.654,-41.939,-88.951
go1_pretrained,2070.0,1628700672.0,11448.172,181.527,96.773,96.654,180.393,131.212,-41.721,-88.356
go1_pretrained,2080.0,1636564992.0,11493.801,183.803,98.753,98.993,184.179,133.878,-43.138,-91.117
go1_pretrained,2090.0,1644429312.0,11538.383,186.315,99.966,99.992,186.472,136.043,-43.619,-92.581
go1_pretrained,2100.0,1652293632.0,11582.652,190.042,102.05,102.097,190.403,139.24,-44.559,-95.042
go1_pretrained,2110.0,1660157952.0,11626.975,188.517,101.558,101.729,189.527,138.208,-44.335,-94.884
go1_pretrained,2120.0,1668022272.0,11670.719,191.397,102.832,102.791,191.876,140.469,-44.892,-96.057
go1_pretrained,2130.0,1675886592.0,11714.152,193.509,103.769,103.685,193.657,142.191,-45.18,-97.158
go1_pretrained,2140.0,1683750912.0,11758.048,192.964,103.869,103.698,193.845,142.385,-45.346,-97.919
go1_pretrained,2150.0,1691615232.0,11802.4,192.418,103.773,103.681,193.751,142.121,-45.351,-98.102
go1_pretrained,2160.0,1699479552.0,11847.064,190.877,102.879,102.846,192.086,140.905,-44.867,-97.246
go1_pretrained,2170.0,1707343872.0,11889.991,205.074,110.694,110.837,206.904,152.444,-48.787,-105.487
go1_pretrained,2180.0,1715208192.0,11932.727,201.776,109.378,109.597,204.529,150.318,-48.351,-104.72
go1_pretrained,2190.0,1723072512.0,11975.083,206.546,111.932,111.999,209.382,154.219,-49.602,-107.452
go1_pretrained,2200.0,1730936832.0,12017.312,210.816,114.382,114.342,214.035,157.995,-50.845,-110.37
go1_pretrained,2210.0,1738801152.0,12059.474,212.798,115.648,115.801,216.402,160.036,-51.549,-112.091
go1_pretrained,2220.0,1746665472.0,12101.508,212.59,115.963,115.885,216.981,160.147,-51.826,-112.712
go1_pretrained,2230.0,1754529792.0,12143.463,207.948,113.974,114.198,213.228,156.972,-51.122,-111.129
go1_pretrained,2240.0,1762394112.0,12185.522,209.872,115.626,116.036,216.377,159.247,-52.232,-113.52
go1_pretrained,2250.0,1770258432.0,12227.449,208.736,115.055,115.2,215.354,158.724,-52.029,-113.312
go1_pretrained,2260.0,1778122752.0,12268.944,214.477,117.732,117.841,220.522,163.26,-53.12,-116.185
go1_pretrained,2270.0,1785987072.0,12309.945,221.026,121.254,120.904,227.169,168.464,-54.704,-119.903
go1_pretrained,2280.0,1793851392.0,12350.902,231.611,126.589,126.204,237.284,176.781,-57.04,-125.414
go1_pretrained,2290.0,1801715712.0,12391.732,227.069,124.6,124.89,233.509,173.667,-56.378,-123.729
go1_pretrained,2300.0,1809580032.0,12432.31,230.744,126.743,126.724,237.589,176.834,-57.326,-126.353
go1_pretrained,2310.0,1817444352.0,12472.477,236.95,129.947,129.384,243.726,181.884,-58.786,-129.874
go1_pretrained,2320.0,1825308672.0,12512.215,244.123,133.777,133.98,251.01,187.69,-60.518,-134.059
go1_pretrained,2330.0,1833172992.0,12552.522,233.034,128.283,128.589,240.603,179.217,-58.133,-128.653
go1_pretrained,2340.0,1841037312.0,12592.293,237.246,130.536,130.784,244.928,182.707,-59.213,-131.176
go1_pretrained,2350.0,1848901632.0,12633.591,233.263,128.341,128.444,240.782,179.491,-58.098,-128.911
go1_pretrained,2360.0,1856765952.0,12676.451,212.038,117.474,117.348,220.194,162.722,-52.948,-117.93
go1_pretrained,2370.0,1864630272.0,12721.581,185.467,104.412,104.062,195.343,142.866,-47.712,-105.03
go1_pretrained,2380.0,1872494592.0,12763.237,212.943,118.991,119.113,223.011,165.159,-54.714,-120.514
go1_pretrained,2390.0,1880358912.0,12803.897,228.71,126.893,126.718,238.022,177.092,-58.08,-128.323
go1_pretrained,2400.0,1888223232.0,12844.223,233.745,129.719,129.994,243.325,181.456,-59.531,-131.505
go1_pretrained,2410.0,1896087552.0,12883.594,247.642,137.615,138.13,258.297,193.153,-63.533,-140.275
go1_pretrained,2420.0,1903951872.0,12922.605,241.073,134.174,134.41,251.794,188.048,-61.994,-136.775
go1_pretrained,2430.0,1911816192.0,12961.159,251.786,139.81,139.54,262.523,196.888,-64.646,-142.979
go1_pretrained,2440.0,1919680512.0,13000.043,254.428,141.102,140.797,264.979,199.062,-65.256,-144.356
go1_pretrained,2450.0,1927544832.0,13038.104,259.601,144.196,144.118,270.824,203.666,-67.025,-147.864
go1_pretrained,2460.0,1935409152.0,13076.557,267.687,148.385,149.178,278.835,210.01,-68.969,-152.189
go1_pretrained,2470.0,1943273472.0,13116.327,255.863,142.751,144.015,268.105,200.875,-66.351,-146.767
go1_pretrained,2480.0,1951137792.0,13155.518,242.115,135.96,135.756,255.213,190.678,-63.416,-140.36
go1_pretrained,2490.0,1959002112.0,13193.937,254.636,142.402,142.084,267.401,200.817,-66.304,-147.278
go1_pretrained,2500.0,1966866432.0,13231.912,263.379,146.553,146.824,275.338,207.174,-67.739,-151.394
go1_pretrained,2510.0,1974730752.0,13270.105,260.197,144.945,144.864,272.311,204.709,-66.945,-149.878
go1_pretrained,2520.0,1982595072.0,13308.419,272.112,150.853,150.627,283.521,213.82,-69.533,-155.696
go1_pretrained,2530.0,1990459392.0,13346.017,277.126,153.947,153.83,289.302,218.206,-71.241,-159.141
go1_pretrained,2540.0,1998323712.0,13384.418,272.132,151.385,151.698,284.419,213.937,-69.852,-156.371
go1_pretrained,2550.0,2006188032.0,13422.404,255.828,143.15,143.444,268.916,201.694,-66.317,-148.465
go1_pretrained,2560.0,2014052352.0,13459.145,272.051,151.66,151.157,285.05,214.685,-70.192,-157.492
go1_pretrained,2570.0,2021916672.0,13495.556,284.994,158.306,158.095,297.725,224.957,-73.14,-164.547
