series,iteration,timesteps,elapsed_s,total,success,episode_length,balance,height,large_actions,smooth_actions
go1_pretrained,9740.0,7660634112.0,34115.177,858.863,425.544,427.769,807.14,635.98,-162.874,-421.384
go1_pretrained,9750.0,7668498432.0,34141.765,964.913,477.051,482.416,905.025,714.785,-182.304,-472.593
go1_pretrained,9760.0,7676362752.0,34168.956,937.395,468.294,474.818,888.272,701.169,-182.586,-469.46
go1_pretrained,9770.0,7684227072.0,34196.141,863.463,431.435,435.452,818.108,644.626,-168.001,-431.27
go1_pretrained,9780.0,7692091392.0,34222.492,845.315,420.926,429.426,798.148,628.696,-162.398,-419.131
go1_pretrained,9790.0,7699955712.0,34249.06,1015.717,502.697,505.296,953.959,755.043,-193.71,-499.574
go1_pretrained,9800.0,7707820032.0,34276.259,1209.861,591.307,589.913,1122.614,891.241,-223.773,-580.22
go1_pretrained,9810.0,7715684352.0,34303.34,1021.683,502.895,495.472,954.346,755.118,-191.776,-496.006
go1_pretrained,9820.0,7723548672.0,34329.768,885.855,440.881,437.982,836.272,659.225,-170.332,-439.31
go1_pretrained,9830.0,7731412992.0,34356.061,915.604,453.864,460.484,861.012,679.041,-174.191,-450.257
go1_pretrained,9840.0,7739277312.0,34382.116,1085.601,533.034,526.878,1011.664,801.057,-202.011,-525.109
go1_pretrained,9850.0,7747141632.0,34408.531,995.507,490.772,498.308,931.283,736.052,-187.159,-484.669
go1_pretrained,9860.0,7755005952.0,34434.898,934.624,462.062,453.583,876.728,691.506,-176.629,-456.982
go1_pretrained,9870.0,7762870272.0,34461.451,1056.312,518.093,514.471,983.446,778.086,-196.314,-508.905
go1_pretrained,9880.0,7770734592.0,34488.141,1187.374,577.585,585.804,1096.862,869.759,-216.227,-563.02
go1_pretrained,9890.0,7778598912.0,34515.379,1206.543,586.929,584.338,1114.777,884.349,-220.223,-572.36
go1_pretrained,9900.0,7786463232.0,34541.925,940.073,462.71,472.25,878.171,692.692,-176.09,-454.7
go1_pretrained,9910.0,7794327552.0,34569.075,951.315,471.64,467.698,894.768,704.964,-182.38,-466.038
go1_pretrained,9920.0,7802191872.0,34596.893,881.432,437.464,448.221,829.743,652.769,-169.076,-432.004
go1_pretrained,9930.0,7810056192.0,34623.671,976.422,481.308,480.008,913.423,721.068,-184.819,-473.25
go1_pretrained,9940.0,7817920512.0,34650.489,975.369,481.523,476.662,913.754,721.422,-184.799,-475.008
go1_pretrained,9950.0,7825784832.0,34677.1,931.422,459.245,465.465,871.474,687.152,-175.859,-451.345
go1_pretrained,9960.0,7833649152.0,34703.393,1118.88,547.899,555.172,1040.223,823.572,-208.515,-536.399
go1_pretrained,9970.0,7841513472.0,34729.751,1225.693,594.045,584.129,1128.271,895.199,-222.594,-575.183
go1_pretrained,9980.0,7849377792.0,34756.096,990.223,485.955,485.637,922.339,728.316,-184.862,-475.57
go1_pretrained,9990.0,7857242112.0,34782.477,1133.952,554.39,553.798,1052.485,833.526,-210.678,-541.381
go1_pretrained,10000.0,7865106432.0,34809.067,1237.66,602.398,597.853,1143.839,907.117,-227.38,-585.916
go1_pretrained,10010.0,7872970752.0,34835.321,1124.941,548.008,552.68,1040.478,823.964,-206.386,-533.115
go1_pretrained,10020.0,7880835072.0,34861.693,1109.146,542.321,555.151,1029.447,814.384,-205.531,-529.155
go1_pretrained,10030.0,7888699392.0,34888.658,1030.451,508.508,508.257,964.837,761.446,-195.541,-500.29
go1_pretrained,10040.0,7896563712.0,34915.911,979.619,483.389,476.127,917.171,723.61,-185.58,-475.582
go1_pretrained,10050.0,7904428032.0,34942.458,1059.499,518.184,515.081,983.702,777.88,-195.939,-506.145
go1_pretrained,10060.0,7912292352.0,34969.12,1032.166,506.414,506.937,961.186,759.614,-192.164,-496.469
go1_pretrained,10070.0,7920156672.0,34995.846,1036.685,511.504,501.189,970.712,767.328,-196.453,-504.902
go1_pretrained,10080.0,7928020992.0,35021.991,1090.374,536.156,535.945,1017.704,805.406,-204.773,-527.962
go1_pretrained,10090.0,7935885312.0,35048.736,1014.873,503.222,503.761,954.941,753.697,-194.651,-499.114
go1_pretrained,10100.0,7943749632.0,35075.968,983.974,489.945,495.524,929.531,733.212,-190.745,-488.024
go1_pretrained,10110.0,7951613952.0,35102.78,1055.774,521.209,527.801,989.391,782.294,-200.135,-515.777
go1_pretrained,10120.0,7959478272.0,35129.642,1121.644,552.771,547.999,1049.514,831.166,-212.139,-546.897
go1_pretrained,10130.0,7967342592.0,35156.453,1061.978,526.961,534.476,1000.125,790.343,-203.792,-524.697
go1_pretrained,10140.0,7975206912.0,35184.174,1009.545,505.711,512.946,959.606,757.679,-198.563,-509.176
go1_pretrained,10150.0,7983071232.0,35212.213,975.982,490.262,488.333,930.262,734.035,-193.191,-495.124
go1_pretrained,10160.0,7990935552.0,35240.015,876.248,442.125,445.923,838.66,660.24,-174.656,-447.996
go1_pretrained,10170.0,7998799872.0,35267.165,939.308,471.628,468.119,894.846,705.771,-185.184,-476.124
go1_pretrained,10180.0,8006664192.0,35294.193,1038.606,519.047,515.822,985.209,778.966,-202.914,-522.654
go1_pretrained,10190.0,8014528512.0,35321.476,936.223,473.728,476.267,898.86,708.574,-188.571,-482.639
go1_pretrained,10200.0,8022392832.0,35348.604,885.596,447.003,445.743,848.09,667.468,-176.585,-453.377
go1_pretrained,10210.0,8030257152.0,35375.541,885.702,447.712,454.476,849.397,668.776,-176.791,-455.679
go1_pretrained,10220.0,8038121472.0,35402.864,1061.032,532.704,528.475,1011.152,798.918,-209.414,-539.624
go1_pretrained,10230.0,8045985792.0,35430.193,928.624,468.188,476.833,888.388,699.714,-184.511,-474.967
go1_pretrained,10240.0,8053850112.0,35457.38,960.127,483.392,483.351,917.382,723.649,-190.137,-490.768
go1_pretrained,10250.0,8061714432.0,35484.489,934.5,473.545,464.574,898.451,708.04,-187.834,-484.157
go1_pretrained,10260.0,8069578752.0,35511.334,926.847,468.852,475.105,889.558,700.884,-185.106,-478.489
go1_pretrained,10270.0,8077443072.0,35538.143,987.756,496.572,508.628,942.327,743.904,-194.406,-504.069
go1_pretrained,10280.0,8085307392.0,35564.729,961.787,484.712,492.082,919.595,724.894,-190.225,-492.478
go1_pretrained,10290.0,8093171712.0,35591.245,982.169,495.766,493.734,940.605,742.0,-195.502,-504.934
go1_pretrained,10300.0,8101036032.0,35618.709,1061.314,532.556,533.017,1010.433,797.843,-208.997,-537.966
go1_pretrained,10310.0,8108900352.0,35646.382,999.366,502.077,502.863,952.507,751.075,-197.329,-506.887
go1_pretrained,10320.0,8116764672.0,35673.526,968.464,484.849,481.722,919.801,725.183,-189.499,-487.02
go1_pretrained,10330.0,8124628992.0,35700.166,866.935,433.524,445.041,822.195,646.937,-168.01,-434.187
go1_pretrained,10340.0,8132493312.0,35726.512,951.357,473.1,475.187,897.481,707.591,-182.49,-471.225
go1_pretrained,10350.0,8140357632.0,35752.814,967.606,481.899,479.975,914.093,720.639,-186.993,-480.133
go1_pretrained,10360.0,8148221952.0,35779.259,1010.968,500.989,505.765,950.484,750.24,-192.981,-496.775
go1_pretrained,10370.0,8156086272.0,35805.735,991.703,492.039,489.904,933.509,737.069,-190.09,-488.785
go1_pretrained,10380.0,8163950592.0,35832.173,1103.597,543.041,546.193,1030.615,815.802,-207.783,-535.037
go1_pretrained,10390.0,8171814912.0,35858.855,1249.308,610.772,610.676,1159.522,920.354,-231.831,-598.737
go1_pretrained,10400.0,8179679232.0,35885.877,1183.77,580.644,578.115,1102.191,874.095,-221.56,-570.956
go1_pretrained,10410.0,8187543552.0,35912.781,927.552,460.53,464.361,873.467,688.914,-178.048,-456.781
go1_pretrained,10420.0,8195407872.0,35939.366,968.732,477.323,479.992,905.532,715.358,-182.353,-469.805
go1_pretrained,10430.0,8203272192.0,35965.948,987.747,486.331,492.175,922.635,728.988,-185.724,-478.151
go1_pretrained,10440.0,8211136512.0,35992.259,1079.385,529.956,536.8,1005.61,795.502,-201.719,-520.008
go1_pretrained,10450.0,8219000832.0,36019.149,1020.36,504.955,506.956,957.725,756.234,-194.839,-498.761
go1_pretrained,10460.0,8226865152.0,36045.835,1025.514,504.784,487.905,957.675,756.917,-192.676,-496.402
go1_pretrained,10470.0,8234729472.0,36072.417,1097.482,535.636,541.837,1016.372,804.623,-201.524,-521.989
go1_pretrained,10480.0,8242593792.0,36098.88,1198.916,582.287,576.42,1105.225,876.92,-217.54,-565.69
go1_pretrained,10490.0,8250458112.0,36125.286,1123.271,548.539,560.463,1040.899,824.376,-206.245,-535.759
go1_pretrained,10500.0,8258322432.0,36152.103,997.538,491.828,498.0,932.903,736.853,-187.843,-484.375
go1_pretrained,10510.0,8266186752.0,36179.029,1083.391,529.725,524.581,1005.135,795.538,-199.777,-517.505
go1_pretrained,10520.0,8274051072.0,36205.664,991.503,487.469,481.423,924.706,730.079,-185.237,-478.045
go1_pretrained,10530.0,8281915392.0,36232.28,1024.05,501.829,504.897,952.046,752.536,-189.853,-490.678
go1_pretrained,10540.0,8289779712.0,36259.161,1005.785,492.484,495.142,934.113,738.063,-185.602,-480.789
go1_pretrained,10550.0,8297644032.0,36285.87,1002.996,491.438,504.652,932.093,736.626,-185.669,-480.053
go1_pretrained,10560.0,8305508352.0,36312.536,1018.179,498.825,504.944,946.236,748.542,-188.55,-488.05
go1_pretrained,10570.0,8313372672.0,36339.01,1036.046,507.232,508.78,962.203,761.17,-191.481,-495.846
go1_pretrained,10580.0,8321236992.0,36365.484,1046.143,513.813,506.517,974.626,770.469,-195.572,-503.38
go1_pretrained,10590.0,8329101312.0,36392.213,976.846,480.674,473.943,911.66,720.07,-183.215,-471.67
go1_pretrained,10600.0,8336965632.0,36418.491,965.027,474.088,478.29,899.247,710.068,-180.127,-464.161
go1_pretrained,10610.0,8344829952.0,36444.821,980.137,481.215,484.371,912.748,720.986,-182.901,-470.695
go1_pretrained,10620.0,8352694272.0,36471.235,1033.81,507.362,521.028,962.527,761.271,-192.894,-497.094
go1_pretrained,10630.0,8360558592.0,36497.457,962.991,473.783,478.447,898.742,709.656,-180.754,-464.654
go1_pretrained,10640.0,8368422912.0,36523.902,1112.174,543.012,553.471,1030.451,816.312,-205.074,-529.515
go1_pretrained,10650.0,8376287232.0,36550.784,965.383,474.409,483.893,899.743,710.129,-180.476,-464.013
go1_pretrained,10660.0,8384151552.0,36577.146,1176.711,572.018,569.16,1085.664,860.794,-214.736,-555.012
go1_pretrained,10670.0,8392015872.0,36603.635,1203.312,584.485,592.319,1109.319,879.909,-219.422,-566.494
go1_pretrained,10680.0,8399880192.0,36630.088,1132.509,551.692,553.012,1047.004,829.273,-207.659,-536.109
go1_pretrained,10690.0,8407744512.0,36656.671,1095.757,534.63,537.245,1014.372,803.067,-201.582,-520.1
go1_pretrained,10700.0,8415608832.0,36682.965,1148.915,559.568,557.688,1061.881,841.304,-210.309,-543.96
go1_pretrained,10710.0,8423473152.0,36709.197,1043.399,508.964,493.475,965.776,763.559,-191.286,-494.65
go1_pretrained,10720.0,8431337472.0,36735.535,1079.558,526.979,546.74,999.99,791.267,-198.555,-513.143
go1_pretrained,10730.0,8439201792.0,36762.267,1186.407,579.347,572.679,1099.637,871.25,-219.484,-564.996
go1_pretrained,10740.0,8447066112.0,36789.115,1015.802,498.174,501.256,945.352,747.137,-189.543,-487.144
go1_pretrained,10750.0,8454930432.0,36815.691,1049.13,512.652,515.847,972.841,769.788,-193.462,-500.037
go1_pretrained,10760.0,8462794752.0,36842.546,1102.042,539.685,536.969,1024.124,810.842,-204.574,-528.351
go1_pretrained,10770.0,8470659072.0,36869.325,1044.884,513.204,520.892,973.656,770.111,-195.471,-503.412
go1_pretrained,10780.0,8478523392.0,36895.605,1011.265,496.599,510.62,942.116,744.614,-188.785,-486.68
go1_pretrained,10790.0,8486387712.0,36921.864,1076.039,525.895,521.514,997.867,789.422,-198.486,-512.763
go1_pretrained,10800.0,8494252032.0,36948.315,1067.479,520.903,517.771,988.523,781.812,-196.45,-506.405
go1_pretrained,10810.0,8502116352.0,36974.609,1146.028,557.015,574.044,1057.171,837.181,-208.763,-539.561
go1_pretrained,10820.0,8509980672.0,37001.07,1275.831,616.092,626.131,1169.762,928.552,-229.29,-593.192
go1_pretrained,10830.0,8517844992.0,37027.51,1083.878,529.771,537.367,1005.516,795.455,-200.304,-516.79
go1_pretrained,10840.0,8525709312.0,37054.511,1097.923,536.143,538.575,1017.564,805.081,-203.096,-521.625
go1_pretrained,10850.0,8533573632.0,37081.605,1100.765,537.357,547.603,1019.797,806.474,-203.79,-521.716
go1_pretrained,10860.0,8541437952.0,37108.288,995.607,484.481,486.321,919.517,726.405,-182.248,-468.066
go1_pretrained,10870.0,8549302272.0,37134.483,1028.947,500.781,508.12,950.66,751.357,-188.445,-484.626
go1_pretrained,10880.0,8557166592.0,37160.612,935.297,457.064,462.122,867.445,684.034,-172.936,-443.245
go1_pretrained,10890.0,8565030912.0,37186.838,1061.085,514.441,516.495,976.698,772.442,-192.227,-495.827
go1_pretrained,10900.0,8572895232.0,37213.116,1192.788,577.238,566.375,1096.219,869.067,-216.284,-556.214
go1_pretrained,10910.0,8580759552.0,37239.5,1081.796,525.194,528.165,997.138,789.033,-197.268,-507.107
go1_pretrained,10920.0,8588623872.0,37265.712,1092.23,529.039,525.902,1004.473,794.769,-197.215,-509.797
go1_pretrained,10930.0,8596488192.0,37292.143,1075.21,520.815,527.257,988.801,782.102,-194.083,-501.61
go1_pretrained,10940.0,8604352512.0,37318.545,977.004,477.291,478.707,905.831,715.204,-180.071,-463.96
go1_pretrained,10950.0,8612216832.0,37345.44,929.391,457.055,460.851,867.327,683.865,-173.971,-447.831
go1_pretrained,10960.0,8620081152.0,37372.366,900.479,441.007,431.73,836.924,659.433,-166.454,-429.424
go1_pretrained,10970.0,8627945472.0,37398.806,1007.788,491.313,481.81,932.642,737.086,-184.376,-477.564
go1_pretrained,10980.0,8635809792.0,37425.1,1141.997,552.612,535.917,1049.284,831.168,-204.976,-533.479
go1_pretrained,10990.0,8643674112.0,37451.268,1070.355,520.191,535.099,987.513,781.185,-194.215,-504.128
go1_pretrained,11000.0,8651538432.0,37477.716,1101.996,537.882,537.444,1021.042,808.493,-202.687,-524.851
go1_pretrained,11010.0,8659402752.0,37504.316,1046.581,510.337,501.951,968.553,766.116,-191.293,-496.795
go1_pretrained,11020.0,8667267072.0,37530.805,1030.077,503.342,498.737,955.346,755.65,-189.263,-491.655
go1_pretrained,11030.0,8675131392.0,37557.088,971.027,474.444,480.163,900.31,711.124,-177.879,-462.527
go1_pretrained,11040.0,8682995712.0,37583.477,935.758,458.517,470.273,869.974,686.449,-172.525,-448.14
go1_pretrained,11050.0,8690860032.0,37609.892,1040.305,505.883,496.044,960.122,759.573,-188.644,-490.746
go1_pretrained,11060.0,8698724352.0,37636.147,1069.259,520.859,530.065,988.603,782.542,-194.871,-507.015
go1_pretrained,11070.0,8706588672.0,37662.53,1156.149,558.148,561.026,1059.61,839.878,-205.846,-537.492
go1_pretrained,11080.0,8714452992.0,37688.797,1146.572,553.073,560.993,1049.923,831.959,-203.383,-531.927
go1_pretrained,11090.0,8722317312.0,37715.043,1124.713,544.49,550.408,1033.646,819.076,-201.685,-526.324
go1_pretrained,11100.0,8730181632.0,37741.223,1153.511,557.265,560.192,1057.91,838.284,-205.763,-536.92
go1_pretrained,11110.0,8738045952.0,37767.488,1114.585,538.563,543.435,1022.312,810.052,-199.103,-518.675
go1_pretrained,11120.0,8745910272.0,37793.707,1128.579,545.653,547.485,1035.812,820.849,-201.953,-526.129
go1_pretrained,11130.0,8753774592.0,37819.771,1074.875,520.56,528.538,987.933,781.914,-193.043,-501.93
go1_pretrained,11140.0,8761638912.0,37845.939,1092.242,528.747,540.396,1003.607,794.795,-196.383,-509.776
go1_pretrained,11150.0,8769503232.0,37872.194,1207.081,579.992,585.609,1101.395,874.312,-213.28,-555.346
go1_pretrained,11160.0,8777367552.0,37898.271,1215.442,584.177,573.417,1109.357,880.318,-215.244,-558.99
go1_pretrained,11170.0,8785231872.0,37924.353,1081.76,521.785,521.316,990.668,784.679,-193.269,-500.318
go1_pretrained,11180.0,8793096192.0,37950.361,1173.386,563.893,553.097,1070.887,849.587,-207.905,-539.182
go1_pretrained,11190.0,8800960512.0,37976.204,1170.405,562.439,552.006,1067.985,847.036,-207.46,-537.156
go1_pretrained,11200.0,8808824832.0,38002.034,1107.06,533.444,537.96,1012.864,802.242,-197.803,-510.243
go1_pretrained,11210.0,8816689152.0,38027.885,1152.921,554.311,567.107,1052.603,834.058,-204.528,-529.213
go1_pretrained,11220.0,8824553472.0,38053.84,1112.651,536.303,553.983,1018.221,806.752,-198.563,-513.76
go1_pretrained,11230.0,8832417792.0,38080.065,1151.613,552.722,551.111,1049.589,831.854,-203.067,-526.763
go1_pretrained,11240.0,8840282112.0,38106.743,1109.319,534.533,529.141,1014.905,803.754,-197.535,-511.804
go1_pretrained,11250.0,8848146432.0,38133.341,1078.815,520.088,525.317,987.322,781.629,-192.286,-497.85
go1_pretrained,11260.0,8856010752.0,38159.381,1043.55,502.512,506.217,953.85,754.462,-184.843,-479.92
go1_pretrained,11270.0,8863875072.0,38185.391,1067.789,513.402,511.124,974.535,771.373,-188.514,-489.606
go1_pretrained,11280.0,8871739392.0,38211.344,998.135,481.435,478.978,913.688,721.994,-177.322,-460.225
go1_pretrained,11290.0,8879603712.0,38237.378,1082.809,522.899,527.6,992.415,784.814,-193.462,-500.958
go1_pretrained,11300.0,8887468032.0,38265.321,1034.847,502.373,507.982,953.275,752.776,-187.741,-483.463
go1_pretrained,11310.0,8895332352.0,38291.791,962.768,465.686,462.946,883.769,697.339,-172.347,-445.993
go1_pretrained,11320.0,8903196672.0,38317.763,1150.291,551.414,556.222,1047.03,829.942,-201.811,-524.87
go1_pretrained,11330.0,8911060992.0,38343.773,1223.791,586.035,574.441,1112.913,882.39,-214.323,-557.19
go1_pretrained,11340.0,8918925312.0,38370.303,1020.881,495.106,504.345,939.463,740.899,-184.663,-474.817
go1_pretrained,11350.0,8926789632.0,38397.423,1005.834,488.961,494.566,927.65,731.674,-183.222,-470.268
go1_pretrained,11360.0,8934653952.0,38424.003,920.829,448.125,443.243,850.03,668.825,-167.532,-430.494
go1_pretrained,11370.0,8942518272.0,38450.425,978.844,474.472,467.121,900.012,709.332,-176.366,-454.134
go1_pretrained,11380.0,8950382592.0,38476.95,1377.245,656.229,651.467,1246.01,990.073,-238.706,-620.132
go1_pretrained,11390.0,8958246912.0,38503.319,1110.038,533.035,533.85,1011.588,800.654,-195.503,-506.701
go1_pretrained,11400.0,8966111232.0,38529.609,1053.906,509.459,502.653,966.573,763.106,-188.781,-486.992
go1_pretrained,11410.0,8973975552.0,38556.331,1137.123,545.245,544.522,1034.708,819.012,-199.309,-517.289
go1_pretrained,11420.0,8981839872.0,38582.639,1065.018,512.983,519.773,973.297,768.949,-188.843,-488.384
go1_pretrained,11430.0,8989704192.0,38609.063,1169.062,559.634,557.076,1062.061,841.095,-204.655,-529.439
go1_pretrained,11440.0,8997568512.0,38635.163,1144.339,549.521,543.9,1042.814,825.282,-202.07,-521.688
go1_pretrained,11450.0,9005432832.0,38661.815,1043.894,506.051,506.842,959.838,757.137,-188.889,-484.191
go1_pretrained,11460.0,9013297152.0,38689.335,1193.102,571.949,566.745,1085.516,859.709,-210.403,-541.72
go1_pretrained,11470.0,9021161472.0,38715.987,1113.238,533.609,539.191,1012.688,800.812,-195.573,-504.689
go1_pretrained,11480.0,9029025792.0,38742.091,1068.641,511.968,516.777,971.626,767.51,-187.298,-483.197
go1_pretrained,11490.0,9036890112.0,38768.536,1163.763,559.623,563.619,1062.157,839.773,-207.541,-530.627
go1_pretrained,11500.0,9044754432.0,38795.414,971.439,469.817,474.191,891.255,702.109,-175.235,-446.69
go1_pretrained,11510.0,9052618752.0,38821.726,1094.496,524.86,513.984,996.27,787.449,-193.674,-495.549
go1_pretrained,11520.0,9060483072.0,38847.716,1081.989,518.543,509.838,984.218,777.708,-190.976,-488.961
go1_pretrained,11530.0,9068347392.0,38873.882,1086.913,520.918,516.763,988.747,781.733,-192.183,-491.385
go1_pretrained,11540.0,9076211712.0,38900.343,1177.646,561.617,566.067,1066.263,844.825,-205.834,-527.608
go1_pretrained,11550.0,9084076032.0,38926.599,1198.49,571.277,574.529,1084.647,859.42,-209.087,-536.49
go1_pretrained,11560.0,9091940352.0,38952.703,995.996,479.858,486.616,910.622,718.662,-178.026,-455.263
go1_pretrained,11570.0,9099804672.0,38979.145,1107.524,533.389,529.704,1012.404,800.747,-198.099,-507.528
go1_pretrained,11580.0,9107668992.0,39005.94,1116.226,536.72,537.149,1018.766,806.183,-199.12,-509.603
go1_pretrained,11590.0,9115533312.0,39032.615,971.325,470.965,477.852,893.563,704.599,-176.281,-450.557
go1_pretrained,11600.0,9123397632.0,39058.98,1000.047,482.628,467.659,915.834,722.6,-179.121,-459.266
go1_pretrained,11610.0,9131261952.0,39085.037,1054.378,509.466,512.582,966.85,763.547,-189.24,-486.778
go1_pretrained,11620.0,9139126272.0,39111.698,1098.377,530.931,524.69,1007.834,796.836,-198.018,-508.275
go1_pretrained,11630.0,9146990592.0,39138.049,1067.263,516.428,509.911,980.162,774.567,-193.125,-494.341
go1_pretrained,11640.0,9154854912.0,39164.951,907.898,443.814,442.924,841.801,662.434,-168.077,-428.259
go1_pretrained,11650.0,9162719232.0,39191.025,891.248,434.357,448.858,824.014,648.511,-163.01,-418.267
go1_pretrained,11660.0,9170583552.0,39217.145,1147.004,552.73,545.764,1049.325,830.655,-205.126,-527.85
go1_pretrained,11670.0,9178447872.0,39243.688,1012.798,494.266,497.405,937.855,739.779,-187.32,-477.517
go1_pretrained,11680.0,9186312192.0,39271.194,952.502,466.469,455.406,884.962,696.696,-177.447,-451.709
go1_pretrained,11690.0,9194176512.0,39298.051,873.97,428.494,430.082,812.618,638.08,-162.802,-413.926
go1_pretrained,11700.0,9202040832.0,39325.039,1027.893,497.733,505.268,944.593,745.405,-185.752,-476.353
go1_pretrained,11710.0,9209905152.0,39351.991,899.92,439.894,445.318,834.22,655.577,-166.014,-423.863
go1_pretrained,11720.0,9217769472.0,39378.553,1023.47,495.267,491.57,939.677,741.979,-184.295,-473.891
go1_pretrained,11730.0,9225633792.0,39404.901,955.754,464.228,472.625,880.648,694.51,-173.081,-446.323
go1_pretrained,11740.0,9233498112.0,39431.381,1002.088,485.537,485.247,921.114,726.914,-180.734,-465.206
go1_pretrained,11750.0,9241362432.0,39457.906,960.124,468.666,464.968,888.861,700.283,-176.6,-452.42
go1_pretrained,11760.0,9249226752.0,39484.64,1037.415,503.382,500.674,954.997,754.432,-188.618,-483.396
go1_pretrained,11770.0,9257091072.0,39511.418,980.363,475.71,479.85,902.396,711.34,-177.261,-456.111
go1_pretrained,11780.0,9264955392.0,39538.071,1117.003,538.187,530.876,1021.348,808.009,-198.527,-513.826
go1_pretrained,11790.0,9272819712.0,39564.714,1011.762,489.994,499.937,929.632,733.935,-182.094,-469.71
go1_pretrained,11800.0,9280684032.0,39591.164,1087.345,524.295,529.562,995.012,786.73,-193.518,-500.88
go1_pretrained,11810.0,9288548352.0,39617.543,940.869,456.945,453.283,866.933,683.512,-170.119,-439.456
go1_pretrained,11820.0,9296412672.0,39643.788,988.967,479.441,481.274,909.739,717.975,-178.319,-460.428
go1_pretrained,11830.0,9304276992.0,39670.269,1053.534,508.616,509.412,965.312,762.834,-188.367,-486.244
go1_pretrained,11840.0,9312141312.0,39696.945,1179.875,566.093,566.95,1074.737,851.295,-208.022,-538.134
go1_pretrained,11850.0,9320005632.0,39723.247,1026.793,495.771,486.76,940.792,743.332,-183.461,-473.869
go1_pretrained,11860.0,9327869952.0,39749.577,1093.181,524.713,534.927,996.014,788.125,-192.733,-498.225
go1_pretrained,11870.0,9335734272.0,39775.931,1122.669,539.615,535.401,1024.422,811.053,-198.659,-514.147
go1_pretrained,11880.0,9343598592.0,39802.434,1059.088,509.605,510.882,967.259,764.921,-187.887,-485.204
go1_pretrained,11890.0,9351462912.0,39828.876,1049.995,504.227,493.07,957.088,757.124,-185.344,-478.873
go1_pretrained,11900.0,9359327232.0,39855.116,1031.198,494.574,494.021,938.634,742.181,-180.859,-468.758
go1_pretrained,11910.0,9367191552.0,39881.2,1131.097,539.87,543.653,1024.913,811.626,-196.444,-508.998
go1_pretrained,11920.0,9375055872.0,39907.421,1171.027,556.556,556.607,1056.614,837.346,-200.664,-522.269
go1_pretrained,11930.0,9382920192.0,39933.425,1160.258,551.487,551.758,1047.027,829.761,-199.511,-517.019
go1_pretrained,11940.0,9390784512.0,39959.378,1191.739,564.232,570.768,1071.398,849.376,-202.403,-526.632
go1_pretrained,11950.0,9398648832.0,39985.347,1209.729,572.231,579.091,1086.606,861.418,-204.946,-533.35
go1_pretrained,11960.0,9406513152.0,40011.548,1125.265,536.309,528.74,1018.121,805.907,-194.857,-503.906
go1_pretrained,11970.0,9414377472.0,40038.173,1005.47,481.663,490.471,914.063,721.504,-176.395,-453.702
go1_pretrained,11980.0,9422241792.0,40064.744,990.19,474.181,471.136,899.754,710.199,-173.333,-446.43
go1_pretrained,11990.0,9430106112.0,40090.953,936.173,445.689,439.718,845.732,666.939,-160.645,-415.853
go1_pretrained,12000.0,9437970432.0,40116.848,1078.12,512.481,514.806,972.756,769.316,-184.704,-479.249
go1_pretrained,12010.0,9445834752.0,40142.649,1123.586,533.348,541.869,1012.557,801.91,-192.17,-498.711
go1_pretrained,12020.0,9453699072.0,40168.933,1019.655,488.502,503.103,926.941,732.129,-178.521,-460.894
go1_pretrained,12030.0,9461563392.0,40195.55,1135.687,539.964,540.004,1024.988,811.79,-194.98,-506.11
go1_pretrained,12040.0,9469427712.0,40221.592,1086.999,517.311,513.153,981.99,777.167,-186.56,-485.599
go1_pretrained,12050.0,9477292032.0,40247.623,1265.17,598.61,602.677,1136.648,902.341,-214.119,-559.7
go1_pretrained,12060.0,9485156352.0,40273.72,1164.914,554.188,539.889,1051.971,833.827,-199.572,-521.313
go1_pretrained,12070.0,9493020672.0,40299.845,1118.16,532.405,534.793,1010.507,800.49,-192.219,-500.618
go1_pretrained,12080.0,9500884992.0,40325.818,1192.442,567.019,561.809,1076.401,853.61,-204.329,-533.239
go1_pretrained,12090.0,9508749312.0,40351.766,1124.636,534.935,537.091,1015.441,804.372,-192.748,-502.429
go1_pretrained,12100.0,9516613632.0,40377.47,1227.067,583.16,567.232,1107.077,878.044,-210.05,-548.003
go1_pretrained,12110.0,9524477952.0,40403.54,1289.302,609.846,612.781,1158.07,919.451,-218.352,-569.867
go1_pretrained,12120.0,9532342272.0,40430.009,1134.442,539.823,536.151,1024.768,811.49,-194.766,-507.05
go1_pretrained,12130.0,9540206592.0,40456.085,1100.424,524.302,535.091,995.436,788.004,-189.584,-493.432
go1_pretrained,12140.0,9548070912.0,40482.08,1144.363,543.769,531.006,1032.451,817.906,-195.794,-510.2
go1_pretrained,12150.0,9555935232.0,40508.141,1032.449,495.404,500.794,940.148,742.649,-181.359,-468.99
go1_pretrained,12160.0,9563799552.0,40534.499,1171.066,558.326,553.656,1060.143,840.057,-203.178,-525.956
go1_pretrained,12170.0,9571663872.0,40560.613,1100.297,525.544,519.006,997.6,789.578,-191.514,-495.367
go1_pretrained,12180.0,9579528192.0,40587.46,1065.307,515.293,520.869,977.872,773.068,-191.805,-493.828
go1_pretrained,12190.0,9587392512.0,40614.755,1025.242,495.077,490.722,939.606,742.638,-184.091,-472.911
go1_pretrained,12200.0,9595256832.0,40641.077,1058.316,509.234,504.543,966.628,764.548,-188.143,-484.717
go1_pretrained,12210.0,9603121152.0,40667.015,982.491,474.424,480.584,900.482,711.237,-175.627,-453.6
